"","section","publication","category","title","content"
"3719","news","New York Post","","news","news"
"3720","law & politics","National Review","","news","law & politics"
"3721","law & politics","Guardian","newspaper","law & politics","law & politics"
"3722","news","New York Post","","news","news"
"3723","news","New York Post","","law & politics","news"
"3724","news","Washington Post","newspaper","news","news"
"3725","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3726","law & politics","Talking Points Memo","general","news","law & politics"
"3727","law & politics","Talking Points Memo","general","news","news"
"3728","news","Washington Post","newspaper","law & politics","news"
"3729","sports","Guardian","newspaper","news","news"
"3730","news","New York Post","","news","news"
"3731","law & politics","National Review","","news","news"
"3732","news","Buzzfeed News","general","news","news"
"3733","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3734","news","NPR","radio","news","news"
"3735","news","New York Post","","news","news"
"3736","news","New York Post","","health & lifestyle","news"
"3737","news","Guardian","newspaper","health & lifestyle","law & politics"
"3738","news","NPR","radio","news","news"
"3739","health & lifestyle","NPR","radio","health & lifestyle","news"
"3740","law & politics","Guardian","newspaper","news","law & politics"
"3741","news","New York Post","","news","news"
"3742","news","New York Post","","sports","news"
"3743","law & politics","Talking Points Memo","general","news","news"
"3744","news","New York Post","","news","news"
"3745","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3746","news","Washington Post","newspaper","health & lifestyle","law & politics"
"3747","entertainment","Guardian","newspaper","news","news"
"3748","science & tech","NPR","radio","law & politics","health & lifestyle"
"3749","health & lifestyle","Guardian","newspaper","health & lifestyle","health & lifestyle"
"3750","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3751","law & politics","NPR","radio","law & politics","news"
"3752","news","NPR","radio","news","news"
"3753","news","New York Post","","news","news"
"3754","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3755","law & politics","Guardian","newspaper","law & politics","law & politics"
"3756","news","New York Post","","law & politics","law & politics"
"3757","news","New York Post","","news","news"
"3758","law & politics","National Review","","news","law & politics"
"3759","news","New York Post","","law & politics","news"
"3760","news","New York Post","","news","health & lifestyle"
"3761","news","Washington Post","newspaper","law & politics","news"
"3762","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3763","news","New York Post","","news","news"
"3764","news","New York Post","","news","news"
"3765","news","Washington Post","newspaper","law & politics","law & politics"
"3766","law & politics","NPR","radio","health & lifestyle","news"
"3767","law & politics","National Review","","health & lifestyle","news"
"3768","health & lifestyle","NPR","radio","health & lifestyle","news"
"3769","news","New York Post","","news","news"
"3770","law & politics","Washington Post","newspaper","news","law & politics"
"3771","news","New York Post","","news","news"
"3772","books","Guardian","newspaper","news","news"
"3773","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"3774","news","New York Post","","news","news"
"3775","law & politics","National Review","","economy, business & jobs","law & politics"
"3776","law & politics","Fox News","broadcast","law & politics","law & politics"
"3777","news","New York Post","","news","news"
"3778","university & school","NPR","radio","news","news"
"3779","news","Washington Post","newspaper","law & politics","news"
"3780","law & politics","National Review","","law & politics","law & politics"
"3781","law & politics","National Review","","law & politics","law & politics"
"3782","science & tech","Guardian","newspaper","news","news"
"3783","news","New York Post","","news","news"
"3784","law & politics","Talking Points Memo","general","law & politics","news"
"3785","news","NPR","radio","news","news"
"3786","news","New York Post","","news","news"
"3787","law & politics","National Review","","news","news"
"3788","law & politics","National Review","","news","law & politics"
"3789","news","Washington Post","newspaper","news","news"
"3790","news","NPR","radio","law & politics","news"
"3791","news","New York Post","","news","news"
"3792","law & politics","Washington Post","newspaper","news","news"
"3793","sports","NPR","radio","news","news"
"3794","law & politics","National Review","","news","news"
"3795","news","Washington Post","newspaper","law & politics","news"
"3796","news","New York Post","","news","news"
"3797","news","Guardian","newspaper","news","news"
"3798","news","New York Post","","news","news"
"3799","law & politics","Washington Post","newspaper","news","law & politics"
"3800","law & politics","Fox News","broadcast","news","news"
"3801","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3802","health & lifestyle","NPR","radio","news","health & lifestyle"
"3803","health & lifestyle","NPR","radio","law & politics","news"
"3804","news","Washington Post","newspaper","news","news"
"3805","news","Washington Post","newspaper","news","news"
"3806","health & lifestyle","NPR","radio","law & politics","law & politics"
"3807","news","New York Post","","news","news"
"3808","news","New York Post","","news","news"
"3809","law & politics","National Review","","law & politics","law & politics"
"3810","news","New York Post","","news","news"
"3811","law & politics","National Review","","law & politics","law & politics"
"3812","health & lifestyle","Washington Post","newspaper","law & politics","news"
"3813","news","Fox News","broadcast","news","news"
"3814","law & politics","Talking Points Memo","general","sports","law & politics"
"3815","law & politics","Talking Points Memo","general","news","law & politics"
"3816","news","Washington Post","newspaper","law & politics","news"
"3817","art & fashion","Guardian","newspaper","news","news"
"3818","news","New York Post","","news","news"
"3819","sports","Guardian","newspaper","law & politics","sports"
"3820","news","New York Post","","news","news"
"3821","news","New York Post","","news","news"
"3822","entertainment","Guardian","newspaper","news","news"
"3823","news","New York Post","","news","news"
"3824","law & politics","Fox News","broadcast","news","law & politics"
"3825","news","New York Post","","news","news"
"3826","entertainment","Guardian","newspaper","news","news"
"3827","news","New York Post","","news","news"
"3828","news","New York Post","","news","news"
"3829","sports","NPR","radio","news","news"
