"","section","publication","category","title","content"
"7086","law & politics","Talking Points Memo","general","news","news"
"7087","news","New York Post",NA,"news","news"
"7088","news","Guardian","newspaper","news","news"
"7089","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7090","news","New York Post",NA,"news","news"
"7091","law & politics","National Review",NA,"law & politics","law & politics"
"7092","news","New York Post",NA,"news","news"
"7093","news","NPR","radio","news","news"
"7094","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7095","news","New York Post",NA,"news","news"
"7096","news","New York Post",NA,"news","news"
"7097","science & tech","Fox News","broadcast","news","science & tech"
"7098","news","New York Post",NA,"news","news"
"7099","law & politics","National Review",NA,"health & lifestyle","law & politics"
"7100","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"7101","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7102","news","New York Post",NA,"news","news"
"7103","news","Washington Post","newspaper","news","news"
"7104","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7105","news","Washington Post","newspaper","news","news"
"7106","news","New York Post",NA,"news","news"
"7107","health & lifestyle","Washington Post","newspaper","news","news"
"7108","law & politics","National Review",NA,"law & politics","law & politics"
"7109","law & politics","National Review",NA,"law & politics","law & politics"
"7110","news","New York Post",NA,"news","news"
"7111","news","Guardian","newspaper","news","law & politics"
"7112","news","Guardian","newspaper","law & politics","news"
"7113","food","NPR","radio","law & politics","food"
"7114","law & politics","National Review",NA,"economy, business & jobs","law & politics"
"7115","law & politics","National Review",NA,"law & politics","law & politics"
"7116","law & politics","National Review",NA,"news","law & politics"
"7117","entertainment","Guardian","newspaper","entertainment","entertainment"
"7118","news","Guardian","newspaper","law & politics","news"
"7119","news","New York Post",NA,"news","news"
"7120","science & tech","NPR","radio","news","news"
"7121","news","New York Post",NA,"news","news"
"7122","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7123","news","New York Post",NA,"news","news"
"7124","news","Washington Post","newspaper","news","law & politics"
"7125","news","New York Post",NA,"law & politics","news"
"7126","law & politics","Talking Points Memo","general","news","law & politics"
"7127","news","New York Post",NA,"news","news"
"7128","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7129","news","Washington Post","newspaper","news","news"
"7130","news","NPR","radio","news","news"
"7131","news","Fox News","broadcast","news","law & politics"
"7132","law & politics","National Review",NA,"law & politics","law & politics"
"7133","law & politics","National Review",NA,"law & politics","law & politics"
"7134","law & politics","National Review",NA,"law & politics","law & politics"
"7135","law & politics","NPR","radio","law & politics","entertainment"
"7136","news","Guardian","newspaper","news","news"
"7137","law & politics","Talking Points Memo","general","news","law & politics"
"7138","news","New York Post",NA,"news","news"
"7139","news","New York Post",NA,"news","news"
"7140","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"7141","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7142","news","New York Post",NA,"news","news"
"7143","law & politics","National Review",NA,"law & politics","law & politics"
"7144","news","New York Post",NA,"news","news"
"7145","law & politics","National Review",NA,"law & politics","law & politics"
"7146","law & politics","Fox News","broadcast","law & politics","law & politics"
"7147","law & politics","National Review",NA,"law & politics","news"
"7148","health & lifestyle","Guardian","newspaper","news","health & lifestyle"
"7149","news","Washington Post","newspaper","news","law & politics"
"7150","news","New York Post",NA,"news","news"
"7151","news","New York Post",NA,"news","news"
"7152","news","New York Post",NA,"news","news"
"7153","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7154","news","New York Post",NA,"news","news"
"7155","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7156","law & politics","Washington Post","newspaper","news","law & politics"
"7157","law & politics","National Review",NA,"news","law & politics"
"7158","culture","Guardian","newspaper","news","news"
"7159","news","Washington Post","newspaper","news","news"
"7160","health & lifestyle","NPR","radio","law & politics","health & lifestyle"
"7161","university & school","NPR","radio","news","health & lifestyle"
"7162","university & school","NPR","radio","law & politics","news"
"7163","news","New York Post",NA,"news","news"
"7164","news","Talking Points Memo","general","news","law & politics"
"7165","law & politics","Washington Post","newspaper","news","law & politics"
"7166","news","NPR","radio","law & politics","news"
"7167","news","New York Post",NA,"news","news"
"7168","law & politics","National Review",NA,"law & politics","law & politics"
"7169","food","NPR","radio","news","news"
"7170","university & school","NPR","radio","university & school","law & politics"
"7171","news","New York Post",NA,"news","news"
"7172","news","New York Post",NA,"news","news"
"7173","news","New York Post",NA,"news","news"
"7174","news","New York Post",NA,"news","news"
"7175","law & politics","National Review",NA,"news","law & politics"
"7176","news","New York Post",NA,"law & politics","news"
"7177","law & politics","Guardian","newspaper","news","news"
"7178","news","New York Post",NA,"news","sports"
"7179","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7180","news","New York Post",NA,"news","news"
"7181","news","Guardian","newspaper","news","news"
"7182","news","Washington Post","newspaper","news","news"
"7183","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7184","law & politics","Washington Post","newspaper","news","law & politics"
"7185","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7186","news","Washington Post","newspaper","news","law & politics"
"7187","health & lifestyle","NPR","radio","news","health & lifestyle"
"7188","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7189","science & tech","Guardian","newspaper","science & tech","law & politics"
"7190","law & politics","National Review",NA,"law & politics","news"
"7191","law & politics","National Review",NA,"law & politics","law & politics"
"7192","news","New York Post",NA,"news","news"
"7193","news","NPR","radio","news","news"
"7194","law & politics","National Review",NA,"law & politics","law & politics"
"7195","news","New York Post",NA,"news","news"
"7196","news","NPR","radio","news","news"
"7197","food","NPR","radio","food","food"
"7198","news","Guardian","newspaper","news","news"
"7199","science & tech","Guardian","newspaper","news","news"
"7200","law & politics","National Review",NA,"law & politics","law & politics"
"7201","news","New York Post",NA,"news","news"
"7202","science & tech","NPR","radio","news","news"
"7203","entertainment","Guardian","newspaper","news","news"
"7204","law & politics","Talking Points Memo","general","law & politics","news"
"7205","law & politics","NPR","radio","news","law & politics"
"7206","news","Washington Post","newspaper","news","news"
"7207","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7208","sports","Guardian","newspaper","news","news"
"7209","news","Guardian","newspaper","news","news"
"7210","entertainment","Guardian","newspaper","news","news"
"7211","news","NPR","radio","news","news"
"7212","news","New York Post",NA,"news","news"
"7213","news","NPR","radio","news","news"
"7214","news","New York Post",NA,"news","news"
"7215","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"7216","news","Washington Post","newspaper","news","news"
"7217","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7218","news","New York Post",NA,"news","news"
"7219","news","Washington Post","newspaper","news","news"
"7220","news","New York Post",NA,"news","news"
"7221","news","New York Post",NA,"news","news"
"7222","news","Washington Post","newspaper","news","news"
"7223","news","Washington Post","newspaper","law & politics","news"
"7224","sports","Guardian","newspaper","news","sports"
"7225","law & politics","Talking Points Memo","general","law & politics","law & politics"
